titre,auteur,langue,genre,description,annee,source
"The popular encyclopedia; or, ""Conversations lexicon;"" being a general dictionary of arts, sciences, literature, biography, and history. With ... illustrations",Encyclopaedias,français,Non spécifié,Description non disponible,1874,https://play.google.com/store/books/details?id=we8UJgTbcV8C&source=gbs_api
Bibliography of the Fishes of the Pacific Coast of the United States to the End of 1879,Theodore Gill,français,Fishes,Description non disponible,1882,https://play.google.com/store/books/details?id=qqYKAAAAIAAJ&source=gbs_api
Bulletin of the United States National Museum,United States National Museum,français,Science,Description non disponible,1882,https://play.google.com/store/books/details?id=s8vRAAAAMAAJ&source=gbs_api
Bulletin,United States National Museum,français,Science,Description non disponible,1882,https://play.google.com/store/books/details?id=ABsJAQAAMAAJ&source=gbs_api
Boletim da Sociedade Paranaense de Matemática,Inconnu,français,Mathematics,Description non disponible,2000,http://books.google.com/books?id=y29dAAAAMAAJ&dq=livre&hl=&source=gbs_api
Rapport statistique sur la production de livres 1937-1950,Unesco,français,Book industries and trade,Description non disponible,1952,http://books.google.com/books?id=AlnWAAAAMAAJ&dq=livre&hl=&source=gbs_api
The First Proofs of the Universal Catalogue of Books on Art,"United Kingdom. Science and Art Department of the Committee of Council on Education, South Kensington",français,Art,Description non disponible,1870,https://play.google.com/store/books/details?id=UWT2njEPB1oC&source=gbs_api
Manual of Collections of Treaties and of Collections Relating to Treaties,"Denys Peter Myers, Harvard University. Richard Manning Hodges Fund",français,Bibliographical literature,Description non disponible,1922,http://books.google.com/books?id=wk00AAAAMAAJ&dq=livre&hl=&source=gbs_api
"History of English Poetry, from the Twelfth to the Close of the Sixteenth Century",Thomas Warton,français,Non spécifié,Description non disponible,1871,https://play.google.com/store/books/details?id=m-s4iWCfspMC&source=gbs_api
Checklist of the Fishes of the Hawaiian Archipelago,Bruce C. Mundy,français,Fishes,Description non disponible,2005,http://books.google.com/books?id=540ZAQAAIAAJ&dq=livre&hl=&source=gbs_api
British Museum,British Museum (Londen),français,Non spécifié,Description non disponible,1883,https://play.google.com/store/books/details?id=rsUxHpuHz-cC&source=gbs_api
Catalogue of Printed Books,British Museum,français,Non spécifié,Description non disponible,1894,https://play.google.com/store/books/details?id=aLDjIX0GqXoC&source=gbs_api
Book Promotion News,Inconnu,français,Books and reading,Description non disponible,1973,http://books.google.com/books?id=v5WTo1wAy4MC&dq=livre&hl=&source=gbs_api
Oliver Messiaen,Nigel Simeone,français,Reference,Description non disponible,1998,http://books.google.com/books?id=xh0KAQAAMAAJ&dq=livre&hl=&source=gbs_api
Sessional Papers,Québec (Province). Legislature,français,Québec (Province),Description non disponible,1904,http://books.google.com/books?id=illOAAAAMAAJ&dq=livre&hl=&source=gbs_api
Monographic Series,Library of Congress,français,Monographic series,Description non disponible,,http://books.google.com/books?id=C8ICMvPiMCwC&dq=livre&hl=&source=gbs_api
"The Library Catalogs of the Hoover Institution on War, Revolution, and Peace, Stanford University","Hoover Institution on War, Revolution, and Peace",français,International relations,Description non disponible,1969,http://books.google.com/books?id=74APAQAAMAAJ&dq=livre&hl=&source=gbs_api
Reference Catalogue of Current Literature,Inconnu,français,English literature,Description non disponible,1906,http://books.google.com/books?id=MN05AAAAMAAJ&dq=livre&hl=&source=gbs_api
The Reference Catalogue of Current Literature,Inconnu,français,Great Britain,Description non disponible,1910,http://books.google.com/books?id=9uqT1rJqx7cC&dq=livre&hl=&source=gbs_api
Library of Congress Catalogs,Library of Congress,français,Monographic series,Description non disponible,1980,http://books.google.com/books?id=7QtXAAAAMAAJ&dq=livre&hl=&source=gbs_api
French Livres D'artiste in Oxford University Collections,Bodleian Library,français,"Art, Modern","Provides an overview of the Livres d'Artiste of the Ecole de Paris, from Bonnard (1900) to Mallarme's Un Coup des jamais n'abolira le hasand, illustrated by Christianne Vielle.",1996,http://books.google.com/books?id=JRovAQAAIAAJ&dq=livre&hl=&source=gbs_api
Organ Music in Print,"Thomas R. Nardone, Walter A. Frankel",français,Organ music,Description non disponible,1984,http://books.google.com/books?id=sUDjAAAAMAAJ&dq=livre&hl=&source=gbs_api
Titles in Series,Eleanora A. Baer,français,Indexes,Description non disponible,1978,http://books.google.com/books?id=Am40AAAAMAAJ&dq=livre&hl=&source=gbs_api
Christine de Pisan,Edith Yenal,français,Literary Criticism,Description non disponible,1982,http://books.google.com/books?id=EITgAAAAMAAJ&dq=livre&hl=&source=gbs_api
Leeds Studies in English and Kindred Languages,Inconnu,français,English language,Description non disponible,1980,http://books.google.com/books?id=GpJ2CMnZkPgC&dq=livre&hl=&source=gbs_api
"Le Trésor Du Bibliophile Romantique Et Moderne, 1801-1875: Éditions originales, A à K",Léopold Carteret,français,Books,Description non disponible,1925,http://books.google.com/books?id=F3GZBHBr8JYC&dq=livre&hl=&source=gbs_api
"Le Trésor Du Bibliophile Romantique Et Moderne, 1801-1875",Léopold Carteret,français,Books,Description non disponible,1925,http://books.google.com/books?id=dJm7cMIXNx0C&dq=livre&hl=&source=gbs_api
"Early Printed Books, 1478-1840",British Architectural Library. Early Imprints Collection,français,Architecture,Description non disponible,1995,http://books.google.com/books?id=1flLAQAAIAAJ&dq=livre&hl=&source=gbs_api
Host Bibliographic Record for Boundwith Item Barcode 30112107997402 and Others,Inconnu,français,Non spécifié,Description non disponible,1922,http://books.google.com/books?id=ac1KAQAAMAAJ&dq=livre&hl=&source=gbs_api
Canadiana,Inconnu,français,Canada,Description non disponible,1987,http://books.google.com/books?id=7C3bo9QlxBsC&dq=livre&hl=&source=gbs_api
Report of the Superintendent of Insurance of the Dominion of Canada,Canada. Department of Insurance,français,Insurance,Description non disponible,1920,http://books.google.com/books?id=bhRjvgl_T-wC&dq=livre&hl=&source=gbs_api
Art Libraries Journal,Inconnu,français,Art libraries,Description non disponible,2003,http://books.google.com/books?id=H7tWAAAAMAAJ&dq=livre&hl=&source=gbs_api
The Canada Gazette,Canada,français,Canada,Description non disponible,1921,http://books.google.com/books?id=nxE-AQAAMAAJ&dq=livre&hl=&source=gbs_api
French VII Bibliography,Inconnu,français,French literature,Description non disponible,1964,http://books.google.com/books?id=4VcOAQAAMAAJ&dq=livre&hl=&source=gbs_api
Orthopedics,"Michael Martin Lewis, Lon S. Weiner",français,Medical,Description non disponible,1989,http://books.google.com/books?id=mbAVAAAAIAAJ&dq=livre&hl=&source=gbs_api
Cahiers d'Extrême-Asie,Inconnu,français,East Asia,Description non disponible,2005,http://books.google.com/books?id=H9s-AQAAIAAJ&dq=livre&hl=&source=gbs_api
Les Livres de L'année,Inconnu,français,Bibliography,Description non disponible,1927,http://books.google.com/books?id=VtkSAAAAIAAJ&dq=livre&hl=&source=gbs_api
Guide de la Littérature Française Du Moyen Age,"Louis Kukenheim, Henri Roussel",français,French literature,Description non disponible,1963,http://books.google.com/books?id=ZtotAAAAIAAJ&dq=livre&hl=&source=gbs_api
"French, Junior and Senior High School",Denver (Colo.). Board of Education,français,Education,Description non disponible,1925,http://books.google.com/books?id=G4lLAAAAYAAJ&dq=livre&hl=&source=gbs_api
Bibliographical and Historical Miscellanies,Inconnu,français,Bibliography,Description non disponible,,http://books.google.com/books?id=uoURAAAAIAAJ&dq=livre&hl=&source=gbs_api
"Collected Editions, Historical Series & Sets & Monuments of Music","George Robert Hill, Norris L. Stephens",français,Music,"""Inventories over 8,000 historically important collected editions of music. It seeks exhaustive coverage for numbered monumental sets and composers' collected editions, and gives complete listings for many musicologically significant publishers' series and anthologies.""--Jacket.",1997,http://books.google.com/books?id=q-jZ48kMz1UC&dq=livre&hl=&source=gbs_api
Library Literature,H.W. Wilson Company,français,Bibliographical literature,"""An index to library and information science"".",1934,http://books.google.com/books?id=NPHgAAAAMAAJ&dq=livre&hl=&source=gbs_api
Pharmaceutical Review,Inconnu,français,Non spécifié,Description non disponible,1900,http://books.google.com/books?id=-hk4AQAAMAAJ&dq=livre&hl=&source=gbs_api
"The Book of Ser Marco Polo, The Venetian",Marco Polo,français,Asia,Description non disponible,1871,https://play.google.com/store/books/details?id=d8g40SLVH3IC&source=gbs_api
"The Book of Ser Marco Polo, The Venetian",Marco Polo,français,Asia,Description non disponible,1871,https://play.google.com/store/books/details?id=d8g40SLVH3IC&source=gbs_api
Catalog of the Genera of Recent Fishes,William N. Eschmeyer,français,Nature,Description non disponible,1990,http://books.google.com/books?id=eJoWAQAAIAAJ&dq=livre&hl=&source=gbs_api
Le Guide Musical,Inconnu,français,Non spécifié,Description non disponible,1889,https://play.google.com/store/books/details?id=SOg8AAAAMAAJ&source=gbs_api
Report on the Mines of the Province of Quebec,Inconnu,français,Geology,Description non disponible,1921,http://books.google.com/books?id=bd0-AQAAMAAJ&dq=livre&hl=&source=gbs_api
Catalogue of the Music Library,Haags Gemeentemuseum,français,Music,Description non disponible,1973,http://books.google.com/books?id=iPI7AQAAIAAJ&dq=livre&hl=&source=gbs_api
Significant Accounting Essays,"Maurice Moonitz, Ananias Charles Littleton",français,Accounting,Description non disponible,1965,http://books.google.com/books?id=W1Q3AQAAIAAJ&dq=livre&hl=&source=gbs_api
The Uses of Sébastien Le Clerc's Livres D'Estampes,William Bracey Mac Gregor,français,Non spécifié,Description non disponible,1996,http://books.google.com/books?id=BhhNAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Tools, Methods, and Languages for Scientific and Engineering Computation","B. Ford, J.-C. Rault, François Thomasset",français,House & Home,Computer Applications -- Physical Sciences and Engineering.,1984,http://books.google.com/books?id=dzZgAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Dictionnaire D'archéologie Chrétienne Et de Liturgie, Publié Par Le R. P. Dom Fernand Cabrol ... Avec Le Concours D'un Grand Nombre de Collaborateurs",Fernand Cabrol,français,Christian antiquities,Description non disponible,1953,http://books.google.com/books?id=hDvkVq8f9WcC&dq=livre&hl=&source=gbs_api
New Serial Titles,Inconnu,français,Periodicals,"A union list of serials commencing publication after Dec. 31, 1949.",1990,http://books.google.com/books?id=Y-SWYMhsCcoC&dq=livre&hl=&source=gbs_api
Studies on Voltaire and the Eighteenth Century,Theodore Besterman,français,Eighteenth century,Description non disponible,1980,http://books.google.com/books?id=zFioCHT1UsUC&dq=livre&hl=&source=gbs_api
"The National Union Catalog, Pre-1956 Imprints","Library of Congress, American Library Association. Committee on Resources of American Libraries. National Union Catalog Subcommittee",français,"Catalogs, Union",Description non disponible,1974,http://books.google.com/books?id=o0MPAQAAMAAJ&dq=livre&hl=&source=gbs_api
